lat,lon
51.224876800000004,26.151502999999998
51.224876800000004,26.156932999999999
51.228211000000002,26.151502999999998
51.228211000000002,26.156932999999999
51.228211000000002,26.162362999999999
51.230679800000004,26.158928000000000
51.230679800000004,26.164358000000000
51.230679800000004,26.169788000000000
51.231545199999999,26.151502999999998
51.231545199999999,26.156932999999999
51.231545199999999,26.162362999999999
51.234014000000002,26.158928000000000
51.234014000000002,26.164358000000000
51.234014000000002,26.169788000000000
51.237348200000000,26.158928000000000
51.237348200000000,26.164358000000000
51.294658800000001,26.205075999999998
51.294658800000001,26.210505999999999
51.294658800000001,26.215935999999999
51.297992999999998,26.205075999999998
51.297992999999998,26.210505999999999
51.297992999999998,26.215935999999999
51.298640800000001,26.890309999999999
51.301327199999996,26.205075999999998
51.301327199999996,26.210505999999999
51.301974999999999,26.879449999999999
51.301974999999999,26.884879999999999
51.301974999999999,26.890309999999999
51.305130800000008,26.255555999999999
51.306601800000003,26.180681000000000
51.306601800000003,26.186111000000000
51.307743800000004,26.204360000000001
51.309162800000003,26.273575000000001
51.309162800000003,26.279005000000002
51.309936000000000,26.180681000000000
51.309936000000000,26.186111000000000
51.309936000000000,26.191541000000001
51.310571800000005,26.183325000000000
51.310571800000005,26.188755000000000
51.311078000000002,26.198930000000001
51.311078000000002,26.204360000000001
51.311078000000002,26.209790000000002
51.312497000000000,26.273575000000001
51.313270199999998,26.191541000000001
51.313397800000004,26.191250000000000
51.313906000000003,26.188755000000000
51.313906000000003,26.194185000000001
51.314365000000002,27.120569000000000
51.314412200000000,26.204360000000001
51.315831199999998,26.268145000000001
51.319167999999998,26.282871999999998
51.325326000000004,26.896349999999998
51.325326000000004,26.901779999999999
51.325369000000002,26.895216999999995
51.325369000000002,26.900646999999996
51.328660200000002,26.901779999999999
51.338627800000005,26.914961999999999
51.341962000000002,26.909531999999999
51.341962000000002,26.914961999999999
51.341962000000002,26.920392000000000
51.345296200000000,26.914961999999999
51.346308000000001,26.285698999999997
51.346308000000001,26.291128999999998
51.348107800000001,26.913873000000002
51.348107800000001,26.919303000000003
51.348362000000002,26.259613999999999
51.349642199999998,26.296558999999998
51.351303999999999,26.296752000000001
51.351362000000002,26.296367000000000
51.351441999999999,26.913873000000002
51.351441999999999,26.919303000000003
51.351441999999999,26.924733000000003
51.351465999999995,26.296468000000001
51.352840800000003,26.297118000000001
51.354638199999997,26.296752000000001
51.354696199999999,26.296367000000000
51.354776199999996,26.913873000000002
51.354776199999996,26.919303000000003
51.354800199999993,26.291038000000000
51.354800199999993,26.296468000000001
51.356175000000000,26.291688000000001
51.356175000000000,26.297118000000001
51.356408999999999,26.297049000000001
51.365168800000006,26.897392999999997
51.365168800000006,26.902822999999998
51.366005999999999,26.274892999999999
51.366005999999999,26.280322999999999
51.367074199999998,26.280024999999998
51.367688000000001,26.267935999999995
51.367688000000001,26.273365999999996
51.368503000000004,26.897392999999997
51.368503000000004,26.902822999999998
51.368503000000004,26.908252999999998
51.368564199999994,26.270866999999999
51.371260800000002,26.288473000000003
51.371311800000008,26.268653999999998
51.371707999999998,26.287790000000001
51.371837200000002,26.897392999999997
51.371837200000002,26.902822999999998
51.371837200000002,26.908252999999998
51.374594999999999,26.293903000000004
51.374646000000006,26.268653999999998
51.374943199999997,26.293278999999998
51.375647999999998,26.293044000000002
51.375896000000004,26.293064000000001
51.378982199999996,26.293044000000002
51.379230200000002,26.293064000000001
51.379832000000000,26.292228000000001
51.379832000000000,26.297658000000002
51.382909000000005,26.290508000000003
51.404277800000003,26.217298000000000
51.404277800000003,26.222728000000000
51.406245800000001,26.185520999999998
51.406867800000008,26.227478000000001
51.406867800000008,26.232908000000002
51.407612000000000,26.211867999999999
51.407612000000000,26.217298000000000
51.407612000000000,26.222728000000000
51.409579999999998,26.180090999999997
51.409579999999998,26.185520999999998
51.409579999999998,26.190950999999998
51.410202000000005,26.227478000000001
51.410202000000005,26.232908000000002
51.410202000000005,26.238338000000002
51.410398800000003,26.161026000000000
